node_num	19396	19396
min_mode_idx	24961	24961
max_mode_idx	44356	44356
40102	31828
40102	34501
40102	30933
37312	31590
31590	32828
32828	37312
32828	27810
32828	31590
32896	25007
37348	39204
37348	32120
37348	39205
37348	26070
37348	25440
37348	32495
31658	32896
31658	31654
31658	26012
31658	27882
31658	29714
31658	30884
31658	30243
31658	31716
40113	25009
40113	27410
40113	28072
40114	27105
37298	33202
37298	29604
37298	31522
31522	30494
31522	29675
31522	29604
31522	29222
37293	29675
37293	29222
33202	29604
33202	29675
33202	31522
29604	29222
37419	28333
37419	28260
37448	25516
37442	27131
37442	27494
31540	28422
31540	24963
37372	25748
37372	26728
37371	25271
37371	27502
37371	24966
37371	27866
37371	34280
37371	26817
37371	33448
37371	30635
37371	24963
37370	25026
37370	25367
37370	28991
37370	27233
37367	25026
37367	24965
37367	28991
37362	32573
37362	32572
37362	26496
37362	28438
37362	24965
37360	25367
40099	29466
40099	27515
40099	25461
40099	25538
40099	25260
40156	27425
40160	28116
40160	27713
40162	38439
40162	24986
40162	27273
40162	34259
37128	38982
37126	26576
37126	32806
37126	31586
37124	34959
37124	34960
37124	26938
37161	25022
37161	25508
37161	25216
37161	27490
37161	25306
37160	24964
37160	34174
37160	37843
37160	37842
37160	25052
37160	26744
37142	25071
37142	25981
37142	25649
37142	27526
37142	25280
37141	27937
37141	29332
37141	27645
37141	26265
37141	27766
37141	31456
37141	25778
37141	31644
37141	37016
37138	25131
37138	26378
37138	29204
40167	25196
40167	26893
40171	33133
40171	25965
40171	26477
40172	38912
40172	25009
40172	34245
40172	25965
40172	24978
40172	34479
40172	38911
40173	29570
40175	28559
37232	38551
37232	24966
37232	25924
37232	26278
37232	28983
37232	27630
37232	31814
37232	31813
37232	26228
37232	31001
37229	25234
37229	25176
37229	25498
37229	27797
40132	26233
40132	27083
40135	27674
40135	28845
40136	35804
40136	38476
40136	25350
40137	27051
40137	26168
40137	32030
40137	25474
40137	31461
40137	30202
40137	32080
40137	36605
37245	27127
37245	37322
37245	31376
40138	29407
40139	29491
40139	36041
40139	26309
37180	24964
37180	25863
40145	25463
40008	31645
40008	26206
40008	38813
37670	24964
37670	33039
37670	27561
37670	28357
40015	27462
37656	34153
37687	37674
37687	31985
39965	30425
39965	25200
31286	33798
37801	33498
37800	25229
37837	31077
37837	32285
37837	35633
37837	32756
37837	25072
37767	34473
37767	26313
34473	28256
34473	26313
37763	24964
37763	37749
40049	25469
40049	27821
40050	25220
40050	28902
40051	33284
37749	25612
37749	26764
37749	25550
37749	25982
37749	32956
37749	38081
37749	27343
37749	28857
37749	25575
37749	25100
40053	30591
40053	32984
40053	25014
40053	24978
40056	38231
40056	26548
37780	28736
37780	34307
37780	25224
37780	25009
37780	26040
37780	32594
37780	27427
33493	25056
33493	28736
33493	30075
33493	25009
33493	31445
33493	27427
33635	25676
33635	26539
33635	25773
33635	24972
37519	32044
37519	26735
37519	29718
40064	26312
37549	25753
37549	34024
37549	27614
37549	27968
33378	28420
33378	27136
33378	27968
37540	38389
37540	30913
37540	28124
37540	39220
37540	32399
40027	25835
40034	26948
40034	26154
40040	27773
40040	28557
40040	26829
40040	25574
40042	24971
40042	25574
40042	25038
40042	25008
37488	27761
37481	25441
40330	30791
40331	25390
40331	35326
40336	25586
40336	25282
40336	27130
40336	25360
40336	25687
37637	32139
37633	32139
37633	25007
37633	25545
40340	35814
40340	35813
40342	25421
37567	25484
37567	25013
37567	37570
37567	37569
40347	30221
40347	30225
40347	34362
40347	30770
37557	26554
33749	29312
33749	30221
33749	27253
37554	29599
40349	24968
40349	25187
40349	30950
40349	38793
40349	26745
40349	25829
37590	27270
37590	25345
37590	32181
40302	25120
40306	24995
40306	26023
40306	31236
40306	24971
40306	26153
40306	28922
40311	34191
40311	30882
36530	29041
36530	34836
36530	27632
36530	26800
36530	29946
36530	27304
36530	25221
36530	36528
36530	29243
36530	25560
36528	32068
36528	29946
36528	25221
31921	32097
40380	29843
40380	30133
40382	25494
40382	30987
40385	26037
33391	31542
33391	28616
33391	25390
33391	31422
33391	28287
33391	31470
33657	27324
33657	24984
33657	31921
33657	30232
33657	34764
33657	27758
33657	24980
33657	25191
33657	29342
36505	27843
36647	29342
36647	27324
36647	33657
36642	28135
36642	25090
33540	28405
36636	28405
29342	31921
36634	28405
36634	32362
36634	33540
36634	36636
36634	33996
36633	27866
36633	25390
36633	33671
40391	25757
40391	29927
40391	25787
36355	28719
36355	25227
36355	30053
36355	31113
36355	25264
31914	28600
31914	28011
28600	29756
40374	25453
40374	34434
40374	27968
40374	27614
40374	26070
40374	25509
40374	31902
40374	28961
40374	31212
40374	34024
40377	25062
40377	25232
40377	27161
40377	27055
40377	25203
40377	28383
40377	28850
40377	25295
40377	30049
40211	35623
40211	30978
40211	33603
40211	28961
40211	25440
40211	26411
40215	36165
40215	25831
40215	26253
40215	25792
40215	25652
40215	25011
40215	24984
36364	28783
36364	27598
36364	25619
36362	25622
40225	38516
40225	28852
40225	39054
40225	29657
40229	25009
40229	25886
40229	30106
40229	28022
40229	29187
40229	28529
40229	30919
40229	27368
40229	26165
40229	38959
40229	37356
40229	27302
40230	31666
40230	37341
40230	25559
40230	25226
40230	26140
40230	37340
36290	25041
36290	26074
40232	24962
40232	31139
40232	24983
40232	27018
40236	39010
40236	37301
40185	25455
40185	26692
40185	29511
40185	34010
40185	27735
40185	26604
40185	31795
40185	26768
40185	25579
40185	25249
40185	28246
40185	28163
40185	26100
40185	25847
40185	28832
36319	25315
36319	31007
36319	33642
36319	26007
40187	29749
40187	25343
40187	26048
40187	26341
40187	34219
40187	34272
36454	29749
36454	31420
36454	34219
36454	36436
40188	31358
40188	37581
40188	28046
40188	25343
40188	28225
40188	27180
40188	27775
40188	31397
40188	24982
40188	29642
40189	25693
40189	26703
40189	26143
40189	27180
40189	25679
40189	29990
40189	26158
40189	27883
40189	37746
40189	25643
40189	27775
40189	26589
40189	37794
40189	24982
40189	28790
40189	26300
40190	25693
40190	26527
40190	27278
40191	25693
40191	26527
40191	27278
36436	26341
36436	25055
36436	25849
36436	25300
36436	26598
36436	27143
36436	24990
36436	31267
40194	24982
40194	38018
40194	26300
40194	30958
36432	25693
36432	24982
36432	30958
36432	28790
36432	26341
36432	26158
36432	27912
40200	26944
40200	32344
40200	25125
40200	27207
40202	25249
36401	25553
36401	26254
36397	37375
40207	38759
40207	38760
40207	29331
40207	34528
40208	25553
40208	36415
36390	25251
36390	28170
40209	25203
40209	34696
40209	26330
40209	32296
36387	24964
36387	25214
36387	25414
40210	34182
40210	26196
40210	28934
40210	25611
40210	28932
40210	31581
40268	25009
40268	29211
40268	34014
40268	29932
40268	29930
40268	24966
40268	31295
40268	29925
40268	27917
40268	25346
40268	29223
40268	31294
40268	37450
40268	25345
40268	25007
40268	29936
40269	27159
40269	26380
40269	25184
40269	25480
40269	26034
40269	27568
40269	30468
40269	32543
40269	36240
40270	32557
40270	25480
40270	31736
40270	28855
40270	30468
40270	32583
40270	32543
40270	36395
40271	27482
40271	24979
40271	27543
40271	25299
40271	27274
40272	26961
40272	26471
40272	26432
40273	32186
40273	27582
40274	32186
40274	27582
40274	39231
40275	27553
40277	28592
40277	28353
40278	26929
40278	26744
40278	25145
40278	33183
40278	26794
40278	37411
40278	25052
40278	25353
40278	25022
40278	25171
40278	30730
40279	26000
40279	33085
40279	35541
40279	28936
40279	29959
40279	26762
40279	32638
40279	25031
40279	26185
40279	25171
40279	28947
34294	30225
40282	24982
40283	27848
40283	38425
40283	25271
40284	24962
40241	25291
40241	28870
40241	27520
40241	29875
40242	32352
40242	26638
40242	25531
40243	26120
40243	30906
40244	26019
40244	33746
40244	26120
40244	35961
40244	30761
40244	30906
40244	35960
40245	29051
40245	31132
40245	25589
40245	31130
40245	31131
40248	25938
40248	25181
40248	26653
40248	25912
40248	29470
40248	25889
40248	24972
40248	25263
40248	25430
40252	31419
40252	27461
40252	25064
40252	25047
40252	26093
40252	25052
40252	34794
40252	25353
40252	25242
36890	25946
36890	27800
36890	30031
36890	25910
40258	32548
40258	29568
40258	37477
40258	26533
33404	28513
33404	25404
33404	25228
33404	27620
33404	25463
33404	25183
33404	28324
33404	34370
33404	31148
33404	24983
33404	26913
33404	36069
33404	24961
33404	25455
33404	25188
33404	26475
33404	30994
33404	25221
33404	26970
33404	25289
33404	27437
33404	28930
37039	26052
37039	26790
37039	25406
37039	29127
37039	29128
37039	24968
37039	27313
37039	28610
30862	29798
30862	25015
30862	25334
30862	25084
30862	25053
30862	34435
30862	34939
30862	27971
30862	28408
30862	32442
30862	26001
30862	27960
30862	25082
30862	26388
30862	28099
30862	25556
30862	28078
30862	26836
30862	28544
30862	27457
30862	25978
30862	26125
30862	24968
30862	26284
39665	25530
39665	26694
39665	25038
37030	25406
37030	26052
37030	26396
37030	25795
37019	26544
37019	28343
37019	26085
37046	29254
37046	26072
37046	26438
37046	25428
37046	27058
37046	33063
37046	25148
37044	27058
37044	25428
37044	26291
37044	25141
37044	25148
37044	26072
37044	33460
