node_num	610	9742
min_node_num	27881	0
max_node_num	28490	9741
27881	0	4.0
27881	2	4.0
27881	5	4.0
27881	43	5.0
27881	46	5.0
27881	62	3.0
27881	89	5.0
27881	97	4.0
27881	124	5.0
27881	130	5.0
27881	136	5.0
27881	184	5.0
27881	190	3.0
27881	197	5.0
27881	201	4.0
27881	224	5.0
27881	257	3.0
27881	275	3.0
27881	291	5.0
27881	307	4.0
27881	314	4.0
27881	320	5.0
27881	325	4.0
27881	367	3.0
27881	384	4.0
27881	398	5.0
27881	418	4.0
27881	436	3.0
27881	461	5.0
27881	476	4.0
27881	484	4.0
27881	485	5.0
27881	508	4.0
27881	509	4.0
27881	510	4.0
27881	513	5.0
27881	520	5.0
27881	546	3.0
27881	551	5.0
27881	559	3.0
27881	592	4.0
27881	594	3.0
27881	615	3.0
27881	632	4.0
27881	701	5.0
27881	705	5.0
27881	720	5.0
27881	723	4.0
27881	734	5.0
27881	767	3.0
27881	781	5.0
27881	782	5.0
27881	783	5.0
27881	786	5.0
27881	787	3.0
27881	788	5.0
27881	789	5.0
27881	797	4.0
27881	801	5.0
27881	810	4.0
27881	815	5.0
27881	820	5.0
27881	828	5.0
27881	829	4.0
27881	831	5.0
27881	836	5.0
27881	856	4.0
27881	863	5.0
27881	898	5.0
27881	899	5.0
27881	900	5.0
27881	907	5.0
27881	909	4.0
27881	911	5.0
27881	914	5.0
27881	915	4.0
27881	920	2.0
27881	921	5.0
27881	923	5.0
27881	925	5.0
27881	927	5.0
27881	939	5.0
27881	955	5.0
27881	957	3.0
27881	964	4.0
27881	969	5.0
27881	974	5.0
27881	977	5.0
27881	981	5.0
27881	990	5.0
27881	996	5.0
27881	1036	4.0
27881	1060	3.0
27881	1076	3.0
27881	1084	3.0
27881	1110	3.0
27881	1126	4.0
27881	1146	4.0
27881	1154	5.0
27881	1171	4.0
27881	1181	5.0
27881	1183	3.0
27881	1190	5.0
27881	1218	5.0
27881	1220	4.0
27881	1224	5.0
27881	1235	3.0
27881	1261	3.0
27881	1298	5.0
27881	1319	4.0
27881	1326	4.0
27881	1332	5.0
27881	1333	4.0
27881	1401	4.0
27881	1407	5.0
27881	1431	5.0
27881	1444	4.0
27881	1475	4.0
27881	1480	5.0
27881	1487	4.0
27881	1493	5.0
27881	1503	4.0
27881	1505	5.0
27881	1516	4.0
27881	1517	5.0
27881	1522	4.0
27881	1526	5.0
27881	1543	5.0
27881	1553	5.0
27881	1556	3.0
27881	1557	5.0
27881	1559	4.0
27881	1562	4.0
27881	1567	4.0
27881	1576	5.0
27881	1577	5.0
27881	1595	5.0
27881	1597	5.0
27881	1599	5.0
27881	1601	4.0
27881	1617	5.0
27881	1628	4.0
27881	1644	4.0
27881	1674	2.0
27881	1687	4.0
27881	1691	4.0
27881	1704	5.0
27881	1734	5.0
27881	1743	2.0
27881	1755	5.0
27881	1768	4.0
27881	1788	5.0
27881	1790	2.0
27881	1796	5.0
27881	1806	4.0
27881	1814	3.0
27881	1826	5.0
27881	1842	4.0
27881	1850	5.0
27881	1858	5.0
27881	1866	4.0
27881	1874	4.0
27881	1883	5.0
27881	1904	3.0
27881	1905	5.0
27881	1917	5.0
27881	1939	5.0
27881	1946	5.0
27881	1957	5.0
27881	1971	4.0
27881	1972	2.0
27881	1979	4.0
27881	1986	4.0
27881	1987	5.0
27881	1990	4.0
27881	1991	4.0
27881	1994	5.0
27881	1997	3.0
27881	2020	5.0
27881	2028	5.0
27881	2038	5.0
27881	2077	5.0
27881	2103	4.0
27881	2126	4.0
27881	2145	5.0
27881	2157	5.0
27881	2182	5.0
27881	2193	4.0
27881	2216	5.0
27881	2218	5.0
27881	2219	5.0
27881	2220	5.0
27881	2226	5.0
27881	2248	4.0
27881	2250	5.0
27881	2254	5.0
27881	2256	5.0
27881	2259	4.0
27881	2286	5.0
27881	2287	5.0
27881	2302	5.0
27881	2303	5.0
27881	2310	4.0
27881	2372	5.0
27881	2388	4.0
27881	2394	1.0
27881	2431	3.0
27881	2434	3.0
27881	2440	5.0
27881	2460	5.0
27881	2526	5.0
27881	2571	4.0
27881	2572	4.0
27881	2573	5.0
27881	2579	5.0
27881	2581	5.0
27881	2603	4.0
27881	2608	4.0
27881	2636	4.0
27881	2674	5.0
27881	2696	4.0
27881	2713	4.0
27881	2733	5.0
27881	2764	5.0
27881	2765	5.0
27881	2788	5.0
27881	2798	4.0
27881	2802	4.0
27881	2836	5.0
27881	2847	4.0
27881	2991	4.0
27881	3673	5.0
27882	277	3.0
27882	291	4.0
27882	1284	4.5
27882	2674	4.0
27882	4615	4.0
27882	5305	3.5
27882	6253	4.0
27882	6315	4.0
27882	6710	4.5
27882	6801	5.0
27882	7010	4.5
27882	7154	3.0
27882	7258	4.0
27882	7323	3.0
27882	7372	4.0
27882	7415	4.5
27882	7436	5.0
27882	7590	4.0
27882	7697	5.0
27882	7768	3.5
27882	7776	2.5
27882	8063	3.5
27882	8305	5.0
27882	8376	3.0
27882	8466	4.0
27882	8509	2.0
27882	8550	3.5
27882	8681	5.0
27882	8828	5.0
27883	30	0.5
27883	461	0.5
27883	545	0.5
27883	565	0.5
27883	585	0.5
27883	656	5.0
27883	696	0.5
27883	832	0.5
27883	853	0.5
27883	962	0.5
27883	971	0.5
27883	974	3.5
27883	1000	0.5
27883	1054	3.0
27883	1190	4.5
27883	1493	0.5
27883	1544	0.5
27883	1553	0.5
27883	1567	2.0
27883	1701	4.0
27883	1824	0.5
27883	2141	5.0
27883	2280	4.5
27883	2416	0.5
27883	2765	5.0
27883	2945	0.5
27883	3335	5.0
27883	3666	0.5
27883	3734	5.0
27883	4045	5.0
27883	4050	4.5
27883	4122	5.0
27883	4273	0.5
27883	4595	5.0
27883	5052	4.5
27883	5080	5.0
27883	5504	4.5
27883	7114	5.0
27883	7185	0.5
27884	20	3.0
27884	31	2.0
27884	41	3.0
27884	43	2.0
27884	47	3.0
27884	52	3.0
27884	94	4.0
27884	108	5.0
27884	109	1.0
27884	135	5.0
27884	143	3.0
27884	148	5.0
27884	161	2.0
27884	183	5.0
27884	189	1.0
27884	198	5.0
27884	201	2.0
27884	211	3.0
27884	224	5.0
27884	228	5.0
27884	257	1.0
27884	278	5.0
27884	300	5.0
27884	303	4.0
27884	306	4.0
27884	309	3.0
27884	315	3.0
27884	326	4.0
27884	361	2.0
27884	384	1.0
27884	391	2.0
27884	398	5.0
27884	413	5.0
27884	429	5.0
27884	444	1.0
27884	471	5.0
27884	472	1.0
27884	485	2.0
27884	506	4.0
27884	510	5.0
27884	512	3.0
27884	515	2.0
27884	520	5.0
27884	546	3.0
27884	577	4.0
27884	604	3.0
27884	628	4.0
27884	676	4.0
27884	680	5.0
27884	681	4.0
27884	684	4.0
27884	686	4.0
27884	690	5.0
27884	692	5.0
27884	694	5.0
27884	696	5.0
27884	701	5.0
27884	702	5.0
27884	711	5.0
27884	718	3.0
27884	783	4.0
27884	799	5.0
27884	808	3.0
27884	810	2.0
27884	815	4.0
27884	817	5.0
27884	819	2.0
27884	820	5.0
27884	824	5.0
27884	826	5.0
27884	833	3.0
27884	840	5.0
27884	863	5.0
27884	884	4.0
27884	886	1.0
27884	891	5.0
27884	898	5.0
27884	899	5.0
27884	900	3.0
27884	901	2.0
27884	905	5.0
27884	912	1.0
27884	914	4.0
27884	920	4.0
27884	926	4.0
27884	949	5.0
27884	958	4.0
27884	964	4.0
27884	965	4.0
27884	978	2.0
27884	981	5.0
27884	982	5.0
27884	987	4.0
27884	990	4.0
27884	1002	3.0
27884	1071	1.0
27884	1113	5.0
27884	1124	4.0
27884	1146	4.0
27884	1154	4.0
27884	1183	3.0
27884	1199	1.0
27884	1218	2.0
27884	1232	4.0
27884	1284	1.0
27884	1290	4.0
27884	1298	4.0
27884	1299	5.0
27884	1300	3.0
27884	1348	5.0
27884	1363	2.0
27884	1374	4.0
27884	1376	3.0
27884	1381	2.0
27884	1384	4.0
27884	1390	3.0
27884	1396	4.0
27884	1397	1.0
27884	1404	3.0
27884	1424	5.0
27884	1443	2.0
27884	1444	5.0
27884	1445	4.0
27884	1494	2.0
27884	1541	4.0
27884	1543	5.0
27884	1571	4.0
27884	1603	3.0
27884	1608	5.0
27884	1628	5.0
27884	1640	5.0
27884	1650	4.0
27884	1651	5.0
27884	1697	1.0
27884	1730	1.0
27884	1741	2.0
27884	1753	4.0
27884	1761	4.0
27884	1791	5.0
27884	1796	3.0
27884	1806	4.0
27884	1855	4.0
27884	1939	1.0
27884	1949	5.0
27884	1960	5.0
27884	1979	1.0
27884	2014	4.0
27884	2020	5.0
27884	2036	2.0
27884	2078	4.0
27884	2079	1.0
27884	2084	2.0
27884	2097	5.0
27884	2136	5.0
27884	2145	5.0
27884	2158	4.0
27884	2197	4.0
27884	2201	5.0
27884	2226	2.0
27884	2238	2.0
27884	2259	4.0
27884	2286	4.0
27884	2297	5.0
27884	2308	4.0
27884	2325	3.0
27884	2328	5.0
27884	2382	4.0
27884	2393	1.0
27884	2394	4.0
27884	2413	4.0
27884	2442	4.0
27884	2488	4.0
27884	2510	3.0
27884	2517	5.0
27884	2526	4.0
27884	2546	4.0
27884	2605	2.0
27884	2608	1.0
27884	2623	5.0
27884	2644	2.0
27884	2681	1.0
27884	2831	3.0
27884	2847	3.0
27884	2880	5.0
27884	2907	4.0
27884	2916	3.0
27884	2959	4.0
27884	2983	4.0
27884	2988	3.0
27884	2998	1.0
27884	3004	3.0
27884	3005	4.0
27884	3010	3.0
27884	3011	3.0
27884	3015	4.0
27884	3016	5.0
27884	3042	3.0
27884	3069	4.0
27884	3087	3.0
27884	3103	3.0
27884	3141	2.0
27884	3152	5.0
27884	3157	4.0
27884	3161	3.0
27884	3166	2.0
27884	3173	4.0
27884	3196	1.0
27884	3219	4.0
27884	3241	3.0
27884	3412	1.0
27884	3475	3.0
27884	3486	5.0
27884	3565	3.0
27884	3574	4.0
27884	3579	4.0
27884	3618	5.0
27885	0	4.0
27885	20	4.0
27885	32	4.0
27885	33	4.0
27885	35	3.0
27885	46	4.0
27885	52	5.0
27885	97	4.0
27885	123	3.0
27885	126	3.0
27885	198	4.0
27885	211	5.0
27885	217	3.0
27885	225	4.0
27885	228	3.0
27885	229	1.0
27885	251	5.0
27885	257	5.0
27885	260	3.0
27885	275	2.0
27885	277	3.0
27885	302	3.0
27885	307	3.0
27885	315	2.0
27885	322	3.0
27885	325	4.0
27885	337	2.0
27885	355	3.0
27885	398	4.0
27885	412	4.0
27885	413	5.0
27885	450	3.0
27885	461	5.0
27885	464	4.0
27885	467	3.0
27885	506	4.0
27885	507	3.0
27885	508	5.0
27885	509	3.0
27885	511	5.0
27885	512	5.0
27885	513	5.0
27885	514	3.0
27885	520	3.0
27886	1	4.0
27886	2	5.0
27886	3	3.0
27886	4	5.0
27886	5	4.0
27886	6	4.0
27886	7	3.0
27886	9	3.0
27886	10	4.0
27886	12	3.0
27886	14	4.0
27886	15	4.0
27886	16	4.0
27886	18	2.0
27886	20	2.0
27886	21	5.0
27886	23	4.0
27886	24	3.0
27886	25	4.0
27886	26	3.0
27886	30	3.0
27886	31	4.0
27886	32	4.0
27886	33	5.0
27886	37	4.0
27886	39	4.0
27886	41	3.0
27886	42	4.0
27886	43	4.0
27886	46	1.0
27886	49	4.0
27886	53	4.0
27886	54	4.0
27886	55	4.0
27886	58	3.0
27886	59	3.0
27886	68	4.0
27886	71	3.0
27886	77	5.0
27886	78	3.0
27886	79	2.0
27886	80	4.0
27886	81	4.0
27886	82	4.0
27886	84	4.0
27886	88	3.0
27886	90	1.0
27886	92	4.0
27886	93	3.0
27886	97	5.0
27886	99	4.0
27886	100	3.0
27886	109	3.0
27886	113	3.0
27886	115	3.0
27886	116	4.0
27886	118	4.0
27886	119	4.0
27886	123	4.0
27886	124	4.0
27886	126	3.0
27886	131	4.0
27886	132	3.0
27886	133	5.0
27886	134	3.0
27886	136	3.0
27886	138	3.0
27886	140	5.0
27886	142	3.0
27886	143	3.0
27886	146	3.0
27886	149	3.0
27886	151	1.0
27886	152	2.0
27886	153	3.0
27886	156	3.0
27886	157	3.0
27886	160	3.0
27886	162	2.0
27886	165	4.0
27886	166	3.0
27886	169	3.0
27886	172	3.0
27886	173	3.0
27886	175	4.0
27886	176	3.0
27886	177	3.0
27886	178	4.0
27886	180	4.0
27886	184	4.0
27886	185	3.0
27886	186	2.0
27886	187	3.0
27886	189	4.0
27886	191	3.0
27886	192	4.0
27886	196	5.0
27886	197	3.0
27886	200	2.0
27886	202	4.0
27886	203	4.0
27886	205	3.0
27886	206	3.0
27886	209	3.0
27886	212	5.0
27886	214	4.0
27886	215	3.0
27886	216	4.0
27886	217	3.0
27886	218	3.0
27886	220	3.0
27886	221	5.0
27886	222	3.0
27886	225	4.0
27886	226	5.0
27886	228	3.0
