node_num	19396	12313
min_mode_idx	24961	44357
max_mode_idx	44356	56669
29468	45382
29468	44467
29468	44650
29468	44544
29468	44365
31018	44915
31018	44393
31018	46148
31018	44383
31018	44421
31018	44357
39915	44359
39915	44373
39915	45555
39915	45387
39915	44387
26405	44796
26405	44472
26405	44448
26405	44646
26405	44371
26405	44437
26405	45475
30433	45150
30433	44534
30433	44637
30433	44474
30433	44375
30433	44357
42095	46359
42095	46441
42095	45377
42095	44398
42933	49557
42933	46324
42933	44613
42933	45029
42933	44996
42933	47333
42933	44919
42096	45467
42096	44489
42096	44953
42096	45933
35032	44378
35032	44366
35032	49556
35032	44538
35032	46752
25642	44480
25642	44911
25642	44363
25642	44961
25642	44505
25642	44375
25642	45036
30511	45680
30511	44361
30511	44517
30511	44677
30511	44582
41478	46394
41478	44430
41478	44452
44222	45966
44222	44496
44222	44763
44222	44564
44222	46974
36268	44560
36268	44481
36268	46974
36268	49554
40976	53170
40976	44540
40976	44499
40976	44647
40976	44750
30290	44716
30290	44363
30290	44472
30290	44362
30290	44637
30290	46388
30290	44918
30290	45668
30290	44512
31421	52865
31421	44370
31421	44472
31421	44370
31421	44796
41479	44359
41479	44365
41479	45194
41479	44885
41479	44994
41479	44387
43110	45412
43110	44475
43110	44560
43110	44745
43110	44387
43110	47323
43110	44410
43110	44699
43110	44551
40553	45102
40553	44577
40553	46461
40553	52874
36269	45095
36269	44389
36269	44481
36269	46800
36269	52808
36269	44481
36269	46800
36269	44413
36270	44681
36270	48696
36270	44535
36270	44539
36270	44485
36270	44936
36270	44376
36270	44357
35697	45561
35697	44515
35697	44391
35697	44384
35697	44368
35697	44445
35496	47376
35496	45445
35496	49659
33633	48677
33633	44361
33633	44416
33633	44375
33633	44443
33633	44699
33633	44551
33633	50848
32473	45034
32473	44911
32473	48636
32473	45579
32473	44384
32833	50844
32833	45080
32833	44372
32833	46800
32833	48648
32833	46279
31522	44374
31522	45746
31522	44646
31522	44609
31522	44753
37293	51142
37293	45590
37293	51074
37293	44753
37293	45746
31274	44547
31274	44440
31274	46198
31274	44502
38840	44825
38840	44450
38840	44791
38840	44386
38840	45849
38840	44389
38840	44747
38840	44639
38840	49334
38841	44939
38841	45849
38841	44384
38841	44368
38841	45381
38841	47964
35495	44741
35495	44818
35495	46417
35495	44764
35495	44390
35495	44364
29984	44494
29984	45262
29984	45849
29984	44847
30853	46028
30853	51612
30853	44403
30853	44715
30853	44358
30853	44556
29600	44524
29600	45238
29600	44666
29600	44403
29600	44715
29600	44556
36933	47067
36933	45489
36933	44401
36933	44361
36933	44463
36933	44357
34350	44564
34350	44481
34350	48621
34350	51875
34350	45793
34350	44413
34350	51937
34350	51939
34350	51944
34350	51811
30748	44770
30748	44583
30748	44376
30748	44481
30748	44445
38800	48852
38800	44460
38800	48771
38800	44372
38800	47035
38800	45547
38800	46718
34400	44832
34400	45119
34400	46294
34400	45734
34400	45482
34104	44661
34104	44808
34104	44369
34104	44566
34104	44822
34104	44363
34104	44540
34104	44744
34104	44790
27906	45647
27906	44607
27906	45378
27906	44415
34410	44374
34410	44410
34410	45688
34410	45818
34410	44649
30753	44520
30753	44408
30753	45350
30753	44539
30753	44376
30753	44774
36271	46573
36271	44539
36271	49554
36955	44749
36955	45441
36955	45159
36955	44404
36955	44382
36955	44452
34877	46200
34877	44392
34877	44618
34877	44581
34877	44571
34877	44471
34126	44412
34126	46186
34126	48774
34126	51216
34126	44838
32355	44380
32355	44371
32355	48778
32355	44377
32355	44467
32355	49454
33765	45111
33765	48759
33765	44529
33765	47948
33765	44391
33765	44381
33765	46184
33765	45283
28504	44509
28504	44692
28504	45815
28504	47023
28504	44397
28504	46178
33326	44430
33326	44899
33326	44449
33326	45203
33326	46178
33326	44823
33326	44367
44056	44934
44056	47246
44056	44657
44056	44378
44056	48838
31199	44374
31199	44560
31199	48845
31199	49375
31199	44469
36109	44448
36109	46498
36109	44890
36109	45205
36109	44381
29140	44358
29140	45537
29140	45392
32787	45232
32787	44895
32787	47301
32787	51386
32787	44490
32787	46273
32787	44868
34038	44524
34038	44358
34038	44366
34038	45112
34038	44531
34038	44532
41480	45008
41480	44984
41480	46492
41480	44395
41480	44536
41480	45094
41480	44868
28004	46204
28004	44762
28004	45970
28004	44966
28004	46487
40674	45348
40674	45797
40674	44452
40674	45183
40674	44581
39340	45208
39340	44669
39340	46824
39340	44375
39340	44363
39340	45672
39340	44619
30026	44930
30026	45187
30026	44600
30026	44357
30403	44381
30403	45760
30403	46827
30403	46482
30403	48798
30403	44490
30403	46480
30403	44949
30403	44468
33327	44727
33327	44846
33327	44865
33327	44364
33327	44389
33327	48804
33327	45930
36934	44928
36934	46539
36934	44485
36934	44681
36934	46403
33328	44419
33328	44426
43569	49414
43569	44606
43569	51435
43569	44371
43569	44713
43569	44656
43569	45818
43569	44363
33083	48809
33083	46535
33083	45129
33083	44465
33083	44844
33083	46140
33083	48813
33083	45169
33083	45461
26400	48815
26400	44366
26400	45422
26400	44358
26400	55616
26400	44565
33661	45944
33661	55686
33661	44363
33661	44554
33661	44703
33661	48178
34375	44798
34375	44425
34375	45019
34375	44395
34375	44424
34375	44769
34375	45502
34375	47958
34375	45187
32936	45680
32936	45225
32936	44492
34378	46164
34378	44977
34378	44401
34378	44495
34378	44423
34378	44448
26078	44481
26078	44408
26078	45622
26078	47956
41768	44669
41768	44857
41768	45039
41768	44625
41768	44478
41768	44470
41768	44445
30258	44422
30258	44519
30258	46513
30258	55581
30258	55585
30258	55595
29566	45417
29566	44385
26220	44413
26220	44442
26220	45053
26220	49905
39318	45023
39318	55826
39318	45320
39318	44454
39318	44408
39318	46692
39318	46247
36272	44889
36272	44762
36272	44365
36272	44980
36272	45633
36272	44493
